cleaned,complaint,not_complaint,username,tweet,date,kmeans_umap,kmeans_flair,kmeans_pca,dbscan_umap,dbscan_flair,dbscan_pca
その他に、インドネシアのユニコーン企業のtokopediaとtraveloka インドネシアの中小企業融資事業のkoinworks,,,softbank90,"その他に、インドネシアのユニコーン企業のTokopediaとTraveloka

インドネシアの中小企業融資事業のKoinworks",2020-01-12,0,4,0,-1,-1,0
when will admit that they made a big mistake releasing their completely useless new before its ready even iran admitted they made a mistake and they shot down a commercial airplane come on do the right thing and give us the old back,,,novasalopia,"When will @koinworks admit that they made a big mistake releasing their completely useless new app before it's 100% ready? Even Iran admitted they made a mistake, and they shot down a commercial airplane!!! Come on Koinworks, do the right thing and give us the old app back!",2020-01-12,0,1,0,-1,-1,15
tanggal brapa mba,,,odyc376,Sejak tanggal brapa mba? pic.twitter.com/d9CcPImbUT,2020-01-11,0,0,0,-1,-1,0
sih oke skarang🤔😑 penarikan lo🥶😱,,,odyc376,"Awalnya sih oke.. skarang?🤔😑
(Belum penarikan lo)🥶😱 pic.twitter.com/ul3Wr1tjEb",2020-01-11,0,0,0,-1,-1,0
ya bisa respon sebelibet gini sekedar status deposit diproses sudah minggu cek,,,odyc376,"Harus lewat twitter ya.. untuk bisa dapat 'setidaknya' respon? 
Sebelibet gini hanya untuk sekedar menanyakan status deposit yang katanya diproses 2-3 hari.. tapi sampai sekarang sudah hampir 2 minggu baru akan di cek pic.twitter.com/h120EBIgOO",2020-01-11,0,0,0,-1,-1,0
pengecekan,,,odyc376,Baru pengecekan? pic.twitter.com/QVAupAPkel,2020-01-10,0,0,0,-1,-1,0
mengerti dirman ketidaknyamanan alami kendala sudah bantu balas via dm email dicek terima kasih 🙏,,,koinworks,"Kami mengerti yaa Dirman dengan ketidaknyamanan yang Anda alami, tapi untuk kendala Anda sudah kami bantu balas kok via DM dan juga di email. Boleh dicek lagi yaa, terima kasih 🙏",2020-01-10,0,0,0,-1,-1,0
maaf ketidaknyamanannya dicek email sudah dibalas folder inbox emailnya ada balas dm perihal 🙏,,,koinworks,"Maaf yaa atas ketidaknyamanannya. Tapi kalau dicek, email Anda sudah dibalas kok! Yuk boleh dilihat lagi folder Inbox emailnya. Kami juga ada balas DM Anda yaa perihal ini 🙏",2020-01-10,0,0,0,-1,-1,0
sudah dibalas dm 😉,,,koinworks,Sudah dibalas yaa DM Anda 😉,2020-01-10,3,0,0,-1,-1,0
halo lutfiah maaf ketidaknyamanannya sudah balas dm perihal kendala dicek 😊,,,koinworks,"Halo Lutfiah! Maaf yaa atas ketidaknyamanannya, tapi kami sudah balas DM Anda kok perihal kendala ini. Boleh dicek yaa 😊",2020-01-10,3,0,0,-1,-1,0
let me introduce you to indonesia first super financial get return up to pa and noncollateralized loan in one single click to watch video use my to get koin or click,,,andrekalanov7,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 *Click to watch video* 
  https://youtu.be/ir7B7HSXwRs   *Use my code 82911 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/d4ae34a8 ",2020-01-10,7,2,3,-1,-1,20
gak bisa ditelpon ya skarang,,,odyc376,Gak bisa ditelpon ya skarang? pic.twitter.com/KTXH8zHRlI,2020-01-10,0,0,0,-1,-1,0
kerja,,,odyc376,Katanya 2-3 hari kerja pic.twitter.com/SfaDj7JZoV,2020-01-10,0,0,0,-1,-1,0
saldoku samene,,,odyc376,Saldoku samene pic.twitter.com/VIeSBGhpXX,2020-01-10,0,0,0,-1,-1,0
bukti trasfer email gak ada respon,,,odyc376,Bukti trasfer saya melalui email.. gak ada respon pic.twitter.com/GqikJIhOi1,2020-01-10,0,0,0,-1,-1,0
udah ta email gak ada balasan,,,odyc376,Ini udah ta email.. gak ada balasan pic.twitter.com/hAjaoAEYQP,2020-01-10,0,0,0,-1,-1,0
kendalanya sudah balas via dm dicek 😊,,,koinworks,Untuk kendalanya sudah kami balas kok via DM! Boleh dicek yuk 😊,2020-01-10,3,0,0,-1,-1,0
hai dirman maaf ketidaknyamanannya kendala sudah bantu respons via dm dicek direct message 😊,,,koinworks,Hai Dirman! Kami minta maaf yaa atas ketidaknyamanannya. Namun untuk kendala ini sudah kami bantu respons via DM. Boleh dicek dulu yaa Direct Message Anda 😊,2020-01-10,3,0,0,-1,-1,0
daniel maaf laporan laba rugi tahunan tahap pengembangan tim terkait khawatir ditangani ditunggu cek berkala akun 😃,,,koinworks,"Hi Daniel! Maaf sekali yaa namun untuk Laporan Laba Rugi Tahunan saat ini masih dalam tahap pengembangan oleh tim terkait kami, tapi jangan khawatir karena sedang ditangani kok. Boleh ditunggu dulu yaa dan cek berkala akun KoinWorks Anda 😃",2020-01-10,0,0,0,-1,-1,0
aduh maaf dimas ketidaknyamanannya kendala sarankan coba clear cache clear data aplikasi handphone sudah silakan akses akun ya terima kasih 🙏,,,koinworks,"Aduh maaf yaa Dimas atas ketidaknyamanannya. Kalau untuk kendala ini, boleh kami sarankan Anda coba clear cache dan clear data aplikasi KoinWorks di handphone Anda. Nantinya jika sudah, silakan akses lagi akun Anda ya, terima kasih 🙏",2020-01-10,3,0,0,-1,-1,0
halo maksud mengajukan top up iyaa diinfokan alamat emailnya terdaftar bisa dicek 🙏,,,koinworks,"Halo! Apakah yang Anda maksud adalah ingin mengajukan Top Up? Kalau iyaa, boleh diinfokan yaa alamat emailnya yang terdaftar di KoinWorks agar bisa dicek dulu 🙏",2020-01-10,0,0,0,-1,-1,0
taralite asetku modalku familiar telinga aing heu seputar cicilan😂😂😂😂,,,ivaulia,Taralite asetku modalku koinworks familiar di telinga aing heu seputar cicilan😂😂😂😂  pic.twitter.com/dKnf8JJed3,2020-01-09,0,4,0,-1,-1,0
click to watch video and use my dp to get koin or click is registered supervised by ojk indonesia financial service authority,,,bleget,"Hi, 

*Click to watch video*

 https://youtu.be/D1N34eRVkqM 

Download and *Use my code  DP12593  to get 350,000* KOIN or click   https://koinworks.onelink.me/LgVI/fd73ae82 
KoinWorks is *registered & supervised by OJK* Indonesia Financial Service Authority",2020-01-09,7,2,3,-1,-1,-1
money diary talks mdt medan by event medan …,,,medanreview_,Money Diary Talks (MDT) Medan by KoinWorks - Event Medan dan sekitarnya  http://medanreview.com/review/money-diary-talks-mdt-medan-by-koinworks.html#.XhbECmwtq3Q.twitter …,2020-01-09,0,0,0,-1,-1,0
tau serunya perbincangan pengeluaran imlek persepsi financial tikus logam hadirilah money diary talks mdt medan by untuk… …,,,medanreview_,"Mau tau serunya membuat perbincangan mengenai pengeluaran saat Tahun Baru Imlek serta beberapa persepsi mengenai financial di tahun Tikus Logam?
Datang dan hadirilah Money Diary Talks (MDT) Medan by KoinWorks untuk…  https://www.instagram.com/p/B7FZrVYghiQ/?igshid=6kxx7de9xgqk …",2020-01-09,0,4,0,-1,-1,0
nerikut bekas id pinjem uang,,,serbaserbi_book,@koinworks nerikut bekas id yg lama masih bisakah pinjem uang  pic.twitter.com/u1BVIvVZBt,2020-01-08,0,0,0,-1,-1,0
let me introduce you to indonesia first super financial get return up to pa and noncollateralized loan in one single and use my a to get koin or click registered and supervised by ojk,,,rizkispermana,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 Download and *Use my code a36954 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/543a9768 
registered and supervised by OJK",2020-01-08,7,2,3,-1,-1,10
iyaa sudah balas slamet dm dicek bantu balas pesan 😊,,,koinworks,Iyaa kami juga sudah balas yaa Slamet DM Anda sebelumnya. Boleh dicek dulu dan nantinya kami akan bantu balas pesan Anda 😊,2020-01-08,3,0,0,-1,-1,0
aduuh maaf ino sudah nyaman kendala ada bantu respons dm dicek 🙏,,,koinworks,"Aduuh maaf banget yaa Ino sudah jadi merasa enggak nyaman. Untuk kendala ini, kami ada bantu respons ke DM. Boleh dicek dulu yaa 🙏",2020-01-08,0,0,0,-1,-1,0
fintech terdaftar berizin ojk … fintech fintek pinjaman online kredit kredivo danamas investree amartha akulaku kimo tokomodal uangteman modalku kreditpipintar pendanaan kreditpintar maucash finmas klikacc,,,ceramah_id,144 Fintech Terdaftar dan Berizin di OJK  https://ceramahmotivasi.com/daftar-fintech-terdaftar-dan-berizin-di-ojk/ … #fintech #fintek #pinjaman #online #kredit #kredivo #Danamas #Investree #Amartha #Akulaku #Kimo #tokomodal #uangteman #modalku #kreditpipintar #pendanaan #kreditpintar #maucash #finmas #klikacc #koinworks,2020-01-08,0,4,0,-1,-1,0
udah pake liat pake desktop error 🙃,,,inowinantea,"Udah pake 2.1.9.6
Liat pake desktop juga error 🙃",2020-01-07,0,0,0,-1,-1,0
mengikuti langkah beranda klik koin pp screenshot klik menu beranda klik logo titik horizontal pilih portofolio screenshot,,,koinworks,"-- dengan mengikuti langkah berikut:1. Pada Beranda, klik Koin P2P seperti pada screenshot berikut ( https://prnt.sc/qhs40l )
2. Lalu klik menu Beranda kemudian klik logo tiga titik horizontal dan pilih Portofolio seperti pada screenshot ini ( https://prnt.sc/qhs439 )",2020-01-07,0,4,0,-1,-1,0
hai ami maaf ketidaknyamanannya kendala coba uninstall reinstall versi terbaru android ios khawatir detail portofolio bisa dicek,,,koinworks,"Hai Ami! Maaf yaa atas ketidaknyamanannya. Untuk kendala ini, yuk boleh coba uninstall lalu re-install ke versi app KoinWorks yang terbaru yaitu 2.1.14.2 buat Android dan 2.1.9.6 buat iOS. Enggak perlu khawatir juga, karena detail Portofolio masih bisa dicek kok --",2020-01-07,0,0,0,-1,-1,0
ino maaf ketidaknyamanannya kendala dicoba clear cache clear datanya ada update versi aplikasi lho memperbaiki kendala bugs dicoba update ino thanks 🙏,,,koinworks,"Hi Ino! Maaf banget yaa atas ketidaknyamanannya. Untuk kendala ini, boleh dicoba dulu yuk clear cache dan clear datanya! Kami juga ada update versi aplikasi lho ke 2.1.9.6 untuk memperbaiki beberapa kendala bugs. Boleh dicoba update yaa Ino jika belum, thanks 🙏",2020-01-07,0,0,0,-1,-1,0
sesuai info sudah via dm fitur auto purchase berjalan mengalokasikan dana produk pinjaman sesuai pilihan tersedia dana akun 😊,,,koinworks,"Sesuai info yang sudah kami sampaikan juga via DM, Fitur Auto Purchase akan selalu berjalan kok dan mengalokasikan dana ke berbagai produk pinjaman sesuai pilihan Anda selama tersedia dana di akun KoinWorks Anda 😊",2020-01-07,0,4,0,-1,-1,0
woooii aplikasinya benerin doong dah berhari cek portfolio isinya nol mendingan balikin deh versi cek portfolio jadwal pengembalian susah niiih apaanya super 🙄🙄,,,amiesavitri,@koinworks woooii aplikasinya benerin doong masa dah berhari2 cek portfolio isinya nol begini. Mendingan balikin aja deh ke versi lama. Cek portfolio dan jadwal pengembalian jadi susah niiih. Apaanya yang super app??? 🙄🙄  pic.twitter.com/ejBUW2EvZb,2020-01-07,0,0,0,-1,-1,0
tp bug 👎🏼👎🏼👎🏼,,,inowinantea,@koinworks app baru tp banyak bug. 👎🏼👎🏼👎🏼  pic.twitter.com/lz6zbxCI7Z,2020-01-06,0,0,0,-1,-1,0
khawatir sudah dibalas dicek dm 😉,,,koinworks,Hi! Jangan khawatir yaa karena sudah dibalas kok. Yuk dicek lagi DM Anda 😉,2020-01-06,3,0,0,-1,-1,0
calvin dibantu infokan alamat emailnya terdaftar lampirkan screenshot kendalanya dm bantu cek 🙏,,,koinworks,Hi Calvin! Boleh dibantu infokan alamat emailnya yang terdaftar di KoinWorks dan lampirkan screenshot kendalanya dulu ke DM kami? Nantinya akan kami bantu cek 🙏,2020-01-06,0,0,0,-1,-1,0
alvin maaf ketidaknyamannya berkendala mengakses dicoba clear cache clear data clear cookies web browser khawatir tim pastinya improve kualitas apps web 😊,,,koinworks,"Hi Alvin! Maaf yaa atas ketidaknyamannya. Jika Anda berkendala dalam mengakses KoinWorks, boleh dicoba clear cache dan clear data app kami atau clear cookies kalau menggunakan web browser. Jangan khawatir karena tim kami pastinya akan selalu improve kualitas apps dan web kami 😊",2020-01-06,3,0,0,-1,-1,0
iyaa sudah dicek dibalas dm dicek 😊,,,koinworks,"Iyaa siap, sudah dicek dan dibalas juga kok DM Anda. Boleh dicek lagi yaa 😊",2020-01-06,3,0,0,-1,-1,0
adi khawatir fitur auto purchase sudah aktif detailnya infokan via dm 😊,,,koinworks,Hi juga Adi! Enggak perlu khawatir kok karena Fitur Auto Purchase sudah aktif lagi yaa. Detailnya juga telah kami infokan yaa via DM 😊,2020-01-06,0,0,0,-1,-1,0
maaf laporan laba rugi tahunan pengembangan tim terkait terima kasih kritik sarannya masukan catat perkembangan depannya ada pahami via dm 😊,,,koinworks,"Hi! Maaf yaa tapi untuk Laporan Laba Rugi Tahunan masih dalam pengembangan oleh tim terkait kami. Terima kasih juga atas kritik dan sarannya. Masukan Anda akan kami catat buat perkembangan kami ke depannya. Lalu jika ada hal yang Anda kurang pahami, boleh kok tanyakan via DM 😊",2020-01-06,0,0,0,-1,-1,0
sudah dibalas dm cek 😊,,,koinworks,"Sudah dibalas juga yaa DM Anda, yuk cek lagi 😊",2020-01-06,3,0,0,-1,-1,0
risiko kredit macet ada ga asing return membawa risiko dalamnya coba cek post detail pp lending keuangan finansial akseleran investree amartha,,,margaret_id,"Risiko #kredit macet? Ada.
Ga asing lagi, return tinggi membawa #risiko juga di dalamnya.
.
Coba cek dulu post di bawah ini:
 https://www.margaret.id/p2p-lending/ 
Untuk lebih tahu secara detail tentang #P2P lending.
.
#keuangan #finansial #koinworks #akseleran #investree #amartha",2020-01-05,0,0,0,-1,-1,0
pemenang giveaway financial diary hadiah koin geanpratama adrianusbs afrizons tommysuwandy danytrikusuma reddicted rosianaputri yusyurolilimarno andisetiawanid ekaprastyanto selamat… …,,,koinworks,"10 Pemenang Giveaway Financial Diary
dengan hadiah 500.000 Koin

@geanpratama
adrianus_bs
@afrizons
tommysuwandy
danytrikusuma
@reddicted
rosianaputri_99
yusyurolilimarno
andisetiawan_id
ekaprastyanto14

Selamat…  https://www.instagram.com/p/B64kDcdA6ap/?igshid=82254mgsyq7b …",2020-01-04,0,4,0,-1,-1,0
hai haryo maaf ketidaknyamanannya dilampirkan screenshot kendalanya dm bisa cek terima kasih,,,koinworks,Hai Haryo! Maaf sekali yaa atas ketidaknyamanannya. Boleh dilampirkan dulu screenshot kendalanya seperti apa ke DM kami supaya bisa kami cek? Terima kasih!,2020-01-03,0,0,0,-1,-1,0
hai nita mohon maaf mengalami kendala tampilan terbaru apps ada dm bisa dibantu 😊,,,koinworks,"Hai Nita! Kami mohon maaf yaa jika Anda mengalami kendala ketika menggunakan tampilan terbaru dari apps kami. Kalau ada yang mau Anda tanyakan, boleh kok DM ke kami supaya bisa dibantu 😊",2020-01-03,0,0,0,-1,-1,0
hello slamet sudah dibalas lho cek dm 😊,,,koinworks,Hello Slamet! Sudah dibalas lho. Yuk cek lagi DM Anda 😊,2020-01-03,3,0,0,-1,-1,0
kemarin portofolionya ga update ya akses portofolio indikatornya muter² ga bisa diliat dr web jg ya sbg pendana,,,haryonurtiar,"@koinworks kok dari kemarin, portofolionya ga update ya? Tiap akses portofolio, indikatornya muter² terus. Ga bisa diliat dr web jg ya? (Sbg pendana)",2020-01-03,0,0,0,-1,-1,0
hello ada nggak sih resolusi memperbaiki finansial days challenge ngebantu nih memperbaikinya ngelakuinnya barengbareng… …,,,koinworks,"Hello 2020!
Ada nggak sih disini yang punya resolusi untuk memperbaiki finansial kalian dari tahun sebelumnya?

30 days challenge ini ngebantu kalian nih untuk memperbaikinya. Kita akan ngelakuinnya bareng-bareng…  https://www.instagram.com/p/B60K19lA3Hw/?igshid=1eno93qjf56a8 …",2020-01-02,0,0,0,-1,-1,0
terima kasih niken 😊,,,koinworks,"Siap, terima kasih kembali yaa Niken! 😊",2020-01-02,0,0,0,-1,-1,0
mengecek detail status pinjaman danai beranda klik koin pp klik menu beranda klik logo titik horizontal pilih portofolio screenshot,,,koinworks,"Hi! Berikut yaa cara mengecek detail status pinjaman yang Anda danai:

1. Pada Beranda, klik Koin P2P ( https://prnt.sc/qhs40l )
2. Lalu klik menu Beranda kemudian klik logo tiga titik horizontal dan pilih Portofolio seperti pada screenshot ini ( https://prnt.sc/qhs439 )",2020-01-02,0,4,0,-1,-1,0
halo zaki ada balas dm perihal kendala dicek 🙏,,,koinworks,Halo Zaki! Kami ada balas DM Anda yaa perihal kendala ini. Yuk boleh dicek dulu 🙏,2020-01-02,3,0,0,-1,-1,0
ok trmkasih,,,cla_niken,Ok trm.kasih,2020-01-02,3,0,0,-1,-1,0
hai niken maaf ketidaknyamanannya fitur laporan laba rugi tahunan tahap pengembangan tim terkait khawatir sudah penanganan mohon ditunggu niken dicek berkala akun thanks 🙏,,,koinworks,"Hai Niken! Maaf sekali atas ketidaknyamanannya namun untuk Fitur Laporan Laba Rugi Tahunan saat ini masih dalam tahap pengembangan oleh tim terkait. Jangan khawatir, karena sudah dalam penanganan kok. Mohon ditunggu yaa Niken dan dicek berkala akun KoinWorks Anda, thanks! 🙏",2020-01-02,0,0,0,-1,-1,0
hai ronny mohon maaf mengalami kendala apps bisa bantu coba cek dilampirkan screenshotnya infokan alamat emailnya terdaftar dm 🙏,,,koinworks,"Hai Ronny! Kami mohon maaf yaa jika Anda mengalami kendala saat menggunakan apps kami. Supaya kami bisa bantu coba cek, yuk dilampirkan screenshotnya dan infokan alamat emailnya yang terdaftar di KoinWorks ke DM kami 🙏",2020-01-02,0,0,0,-1,-1,0
hello nova we are so sorry for the inconvenience but please dont worry because were continuously improving both our and website to increase a better experience for our users kindly wait and check out our application regularly thank you 🙏,,,koinworks,"Hello Nova! We are so sorry for the inconvenience but please don't worry because we're continuously improving both our app and website to increase a better experience for our users. Kindly wait and check out our application regularly, thank you 🙏",2020-01-02,0,1,0,-1,-1,-1
halo iyaa sudah balas dicek dm 😊,,,koinworks,Halo juga! Iyaa sudah kami balas kok. Yuk boleh dicek lagi yaa DM Anda 😊,2020-01-02,3,0,0,-1,-1,0
halo selamat mohon maaf nih ketidaknyamanannya bisa coba cek diinfokan email terdaftar lampirkan screenshot kendalanya via dm thanks 🙏,,,koinworks,"Halo! Selamat tahun baru juga yaa dan kami mohon maaf nih atas ketidaknyamanannya. Supaya bisa kami coba cek, boleh diinfokan email Anda yang terdaftar di KoinWorks dan lampirkan screenshot kendalanya via DM? Thanks 🙏",2020-01-02,0,0,0,-1,-1,0
nova dont worry because we are currently working our best to fix any issues and improve both our web and application thank you for your kind attention and please wait for further updates,,,koinworks,Hi Nova! Don't worry because we are currently working our best to fix any issues and improve both our web and application. Thank you for your kind attention and please wait for further updates!,2020-01-02,0,1,0,-1,-1,-1
selamat semoga pengalaman finansial terbaik pengguna semoga resolusi tercapai thankyou instatech… …,,,koinworks,"Selamat Tahun Baru 2020!
Semoga di tahun baru ini semakin banyak pengalaman finansial yang terbaik untuk para pengguna KoinWorks. Semoga juga segala resolusi 2020 tercapai.

#KoinWorks #Thankyou2019
#instatech…  https://www.instagram.com/p/B6wotKDASw2/?igshid=1nbxz2xefd6y …",2020-01-01,0,4,0,-1,-1,0
selamat semoga pengalaman finansial terbaik pengguna semoga resolusi tercapai thankyou instatech… …,,,koinworks,"Selamat Tahun Baru 2020!
Semoga di tahun baru ini semakin banyak pengalaman finansial yang terbaik untuk para pengguna KoinWorks. Semoga juga segala resolusi 2020 tercapai.

#KoinWorks #Thankyou2019
#instatech…  https://www.instagram.com/p/B6wotKDASw2/?igshid=1nbxz2xefd6y …",2020-01-01,0,4,0,-1,-1,0
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,-1,-1,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,-1,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,-1,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,38,47,31
hey i give you worth investment in lets join detail,,,celenganjutawan,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://koinworks.com/invite/34610 ",2019-12-31,5,3,2,-1,47,31
nya super super kacau 🤣,,,ronnyronny80,"App nya super,  super kacau... 🤣",2019-12-31,0,0,0,-1,-1,0
hai lender borrower libur 🙌 horehorehorehore 🙌 momen ditunggu orang terkecuali kirakira rencana liburan kali ini… …,,,koinworks,"Hai, [Lender & Borrower] 

Libur telah tiba! 
🙌 *Hore-Hore-Hore-Hore* 🙌 

Momen ini adalah hal yang paling ditunggu semua orang, tak terkecuali kami dan juga kalian. Kira-kira apa rencana kamu untuk liburan kali ini?…  https://www.instagram.com/p/B6upptCgL1g/?igshid=ctohhf42owz3 …",2019-12-31,0,4,0,-1,-1,0
halo maaf ketidaknyamanannya bisa infokan pesan dibalas sesuai antrian bisa bantu cek kendala diinfokan alamat emailnya dm thanks 🙏,,,koinworks,"Halo Dan! Maaf banget yaa atas ketidaknyamanannya. Sebelumnya bisa kami infokan kalau pesan dibalas sesuai antrian. Tapi supaya kami juga bisa bantu cek kendala Anda, boleh diinfokan dulu alamat emailnya dulu yuk ke DM. Thanks! 🙏",2019-12-31,0,0,0,-1,-1,0
mohon maaf dompak ketidaknyamanan dialami tim pengecekan intensif kendala mohon ditunggu dompak jadikan pelajaran depannya terima kasih 🙏,,,koinworks,"Kami mohon maaf yaa Dompak atas ketidaknyamanan yang dialami. Tim kami saat ini sedang melakukan pengecekan secara intensif kok pada kendala yang terjadi. Mohon ditunggu yaa Dompak dan hal ini juga akan kami jadikan pelajaran untuk KoinWorks ke depannya, terima kasih 🙏",2019-12-31,0,0,0,-1,-1,0
sudah dibalas fediora dicek 😊,,,koinworks,Siap! Sudah dibalas juga yaa Fediora. Yuk dicek lagi 😊,2019-12-31,3,0,0,-1,-1,0
dear selamat sebentar melaporkan saldo account terpotong sudah kroscek dgn menjumlahkan dana account pp robolending sisa dana terpotong ntah dimana mohon dibantu ya thank you,,,tonkosh,"@koinworks Dear koinworks, selamat tahun baru (sebentar lagi ^^), saya mau melaporkan kalau saldo account saya tiba2 terpotong. Saya sudah kroscek dgn menjumlahkan dana di account P2P, robolending, dan sisa dana, tapi memang terpotong ntah dimana. Mohon dibantu ya. Thank you.",2019-12-31,0,0,0,-1,-1,0
aplikasi merespon email customer service butuh berhari hri hilang ada deposit kemana progresnya sudah tgl wow nih 🤪 suruh invest gagu beginimales,,,danstauber2,Aplikasi masih tidak merespon. Email customer service pun jawaban butuh berhari hri sampai akhirnya hilang tidak ada jawaban. Deposit pun entah kemana progresnya sudah dari tgl 17. Wow banget nih koinworks. 🤪 terus suruh invest ke yg gagu begini...males.,2019-12-30,0,0,0,-1,-1,0
sebentar memasuki nih resolusi pengalaman finansial terbaik pengguna sih best financial goalsmu di… …,,,koinworks,"Sebentar lagi memasuki tahun 2020 nih. Resolusi KoinWorks di tahun 2020 tentunya adalah terus memberikan pengalaman finansial yang terbaik untuk para pengguna KoinWorks.

Apa aja sih Best 3 Financial Goalsmu di…  https://www.instagram.com/p/B6slC1oA7rh/?igshid=1aaoa0nmsd9ol …",2019-12-30,0,4,0,-1,-1,0
hai fediora maaf nih ketidaknyamanannya merujuk kendala diinfokan id produk pinjaman alamat email terdaftar dm biar bisa cek 🙏,,,koinworks,"Hai Fediora! Maaf banget nih atas ketidaknyamanannya. Merujuk ke kendala di atas, boleh yaa diinfokan dulu ID Produk dari pinjaman yang dimaksud sama alamat email Anda yang terdaftar di KoinWorks lewat DM biar bisa kami cek 🙏",2019-12-30,0,0,0,-1,-1,0
riyana maaf ketidaknyamanannya kendala dicoba clear cache clear data aplikasinya bisa uninstall reinstall versi terbaru apps sudah silakan coba akses akun 🙏,,,koinworks,"Hi Riyana! Maaf sekali yaa atas ketidaknyamanannya. Untuk kendala ini, boleh dicoba clear cache lalu clear data aplikasinya dulu yuk. Anda juga bisa uninstall lalu re-install versi terbaru apps KoinWorks yang 2.1.9.5 yaa. Jika sudah, silakan coba akses lagi akun KoinWorks Anda 🙏",2019-12-30,3,0,0,-1,-1,0
dany sudah dibalas 😊,,,koinworks,"Siap Dany, sudah dibalas yaa 😊",2019-12-30,3,0,0,-1,-1,0
marcella dibantu infokan detail kendala mengakses portofolionya via dm silakan infokan alamat emailnya terdaftar bisa coba cek 🙏,,,koinworks,Hi Marcella! Boleh dibantu infokan dengan lebih detail kendala Anda ketika mengakses Portofolionya via DM? Sama silakan infokan juga alamat emailnya yaa yang terdaftar supaya bisa kami coba cek 🙏,2019-12-30,0,0,0,-1,-1,29
halo dandi maaf nih ketidaknyamanan alami ada balas dm lho perihal kendala dicek 🙏,,,koinworks,Halo Dandi! Maaf banget nih atas ketidaknyamanan yang Anda alami tapi kami ada balas DM Anda lho perihal kendala ini. Boleh dicek dulu yaa 🙏,2019-12-30,0,0,0,-1,-1,0
